event_name,Lamp5,Pvalb,Serpinf1,Sncg,Sst,Vip,cpm,fi_fit_slope,hero_adapt,hero_avg_rate,hero_first_isi,hero_isi_cv,hero_latency,hero_mean_isi,hero_median_isi,hero_stim_amp,input_resistance,rheo_fast_trough_t,rheo_fast_trough_v,rheo_peak_t,rheo_peak_v,rheo_threshold_v,rheo_trough_t,rheo_trough_v,rheo_upstroke_downstroke_ratio,rheo_width,rheobase_i,sag,soma_depth,subclass,tau,v_baseline,vm_for_sag
Kcnt1_2_25805790_+,0.05612983818405712,0.3913247705000527,0.8117910862364096,0.9278785499603748,0.9148855746742727,0.8285107000303344,0.652522821246514,0.3206985984986376,0.6739892823850052,0.43789514148640446,0.20463799346406283,0.06850383631109881,0.9136953403799313,0.510909287821563,0.5781616830058868,0.5441203826034555,1.0,0.6894467699745709,0.6437874121438061,0.7012530801110382,0.9989045007303058,0.9887772862060096,0.6781811038383657,0.7038033975736129,0.0431455760194067,0.11112587120050181,0.5527145136311358,0.8949885891585183,0.514953337179363,0.017656708851424608,0.4578911485385434,0.9276155748852466,0.97628608347353
Gabra2_5_71165410_-,0.9845657496706516,0.6591544260205519,0.529104282306259,0.9060112257580795,0.30366599560466884,0.7179869686552359,0.0012380072416848975,0.6772256980696684,0.5153320863759981,0.8290296037077162,0.861323291103553,0.12803572892936074,1.0,0.0837274939043042,0.2054594198637591,0.40455642584638446,0.731408346033345,0.45285937457410014,0.803688696414364,0.43912774847343233,0.46153289811044973,0.9057847003364795,0.5935340620459053,0.7821206691069396,0.9221034881756156,0.9688618627020306,0.41723737320618065,0.9348205223881108,0.7634090578925364,0.13003455857157228,0.0048525708816444845,0.19056391825274294,1.0
Kcnn2_18_45810003_+,0.9396212395909413,0.4727970005088493,0.6437744714185601,0.08522955609188333,0.9134078245446141,0.86515861572225,0.20118574128252678,0.8518195161192452,0.1909296624426532,0.9267046988688391,0.02216988464566365,0.6201264386056614,0.24019699977533998,0.7857941662849844,0.7234800759603545,0.4090746232883126,0.5233423016388816,0.292074539916785,0.5833154581922372,0.2952435375429962,0.6609089748842899,0.4301569865242951,0.5606492685157458,0.7855995288424237,0.45545007870680987,0.9819191736798518,0.3370995309146188,0.1390808810408607,0.2891434331886594,0.028998451323587013,0.7851932243821217,0.9452896024380585,0.48517288106294904
Trpc3_3_36678570_-,0.919157312666162,0.3316498001305594,0.9690948971809107,0.721966597027427,0.9050322685057546,0.025548943988875323,0.6813492597781899,0.8765329690486796,0.9918601600135923,0.8100121525481878,0.35092551743201256,0.9465864916382837,0.40123651367091245,0.35100337497628875,0.49377698750284105,0.9938322933094983,0.5242195737803356,0.8307071281569345,0.7211742799842653,0.8277599606415085,0.6023084721427067,0.9529593880683993,0.9588420561368829,0.7453823042317521,0.24812832529831977,0.5588286983863873,0.9684354635724712,0.5483687106533275,0.901859977755608,0.011942279100432758,0.298830175739044,0.8251191599407421,0.25035009787537066
Gria4_9_4795364_-,0.9846836650882079,0.9959759188770306,0.8187862989885689,0.84222922826923,0.18777958609297793,0.026105296440638387,0.587242166323144,0.8954919944200159,0.482986075622905,0.7857941662849844,0.2460963085441953,0.9503305732423694,0.2656625247423131,0.5122708377976543,0.3980338867696124,0.5303684058943888,0.750748871973446,0.9978484461973643,0.9635008378951565,0.996867155175995,0.9068719896675705,0.39845250150937805,0.952669055258756,0.9532150216350961,0.5979411471581185,0.8888137403412142,0.4849678388369424,0.7101383118931445,0.7761566548640741,0.00950250298765101,0.854368535934826,0.9518183962199462,0.4241086178033066
Grid1_14_34748701_+,0.3784974197213533,0.00745553966979161,0.9132747606328478,0.8545906304429661,0.8513605736864762,0.26930956526420247,0.6046285944803502,0.22930781549804108,0.8620436939624451,0.23314267570864397,0.9440250667591061,0.8589680434661404,0.9685117713848062,0.8692784782213936,0.9759925497280242,0.2248350815505394,0.9868671461410019,0.7828420498770988,0.2935209607549194,0.790769013367648,0.5979430014615823,0.8077759030669691,0.5316727057180138,0.35884200814106965,0.16195267697378338,0.11703434858650612,0.21910144690635971,0.543396280781767,0.3796836776267658,0.0005297339103153931,0.9858879852560833,0.7527112285009533,0.9707439258892313
Kcnh7_2_62667625_-,0.7177099669378191,0.45536627954432285,0.07945652928050312,0.43010693123783683,0.7866527064179727,0.8775569979394519,0.9415101240591172,0.6866613036785003,0.9486256264207965,0.7233688584728366,0.9628313562838177,0.4003053116545998,0.873249139137706,0.7117186864951188,0.5902512273194985,0.3166068162199295,0.7481824133878497,1.0,0.8580818463739888,1.0,0.6569574841413208,0.8870016166544022,0.9593813576119103,0.8756947864316376,0.34175254333413946,0.38564667957437637,0.32316093682215313,0.6045161973540365,0.5447804850156526,0.0008648857528959133,0.622523127405351,0.8903043463854237,0.7783545903804165
Kcnma1_14_23350111_-,0.9157320187240905,0.16239855665671324,0.8000570737077517,0.637489783038659,0.19205454821579185,0.7565094712543388,0.3607816454678119,0.1447669457954941,0.725654960242999,0.8026283707050879,0.8886690372995392,0.5387882040312965,0.6519160981114783,0.5062557219951067,0.5253256907313089,0.11136852644709921,0.3008190666035402,0.2647507891458579,0.9235874704837604,0.2607027152297692,0.6654555644089891,0.8646990832099856,0.38407963414486945,0.9235869194039478,0.24187243102732336,0.4174926011342449,0.11424835159256859,0.8564868399029945,0.9092846715318796,0.04058913184968562,0.22561013045559106,0.8757507030386321,0.529006929951937
Kcnc1_7_46076769_+,0.9083755284133523,0.7911326698575012,0.8373887435254137,0.7758219602785059,0.49640621113016986,0.10649051377090692,0.9903126585394951,0.9855608944328139,0.9872479890250672,0.9187025326563852,0.9225551519793724,0.842998333076928,0.7165913548216606,0.661349051929947,0.6501457572610615,0.7651873856071191,0.9006354232376965,0.9095788538929478,0.9305596668200703,0.9065436989356209,0.8404268557905248,0.6801293534719531,0.9911614889348944,0.9012852552299089,0.6430932348412123,0.843422051248223,0.7801856726587623,0.8977991045463123,0.989347159437292,0.04940798669385679,0.9930697965129955,0.8836968872148079,0.9506219820372748
Mcoln1_8_3560319_+,0.9661384693044307,0.35906774742916064,0.8748282348397434,0.9222539630735429,0.4449374128139418,0.9897783085472006,0.6298002512679608,0.05806327201568682,0.33308678231485933,0.043441716280643035,0.6575153123445592,0.9193505365561118,0.9985146467487955,0.13590072990711125,0.5753735842719068,0.9332616803532885,0.4945211116659962,0.7952755029202176,0.8143446960141013,0.7938708979323246,0.732899706019136,0.7018374528824162,0.9405045037348481,0.7845518985410345,0.812964510914318,0.9096179792228429,0.9190468422600188,0.9801934926096174,0.4418562995982885,0.2474691874622953,0.9676662467427745,0.30356557128807765,0.9492797375204655
Kcnn2_18_45803284_+,0.1325992746435834,0.9972852716813522,0.9161374539282287,0.9703464972019139,0.3374065451572268,0.4926393197600831,0.1131147580774466,0.8519848048725654,0.8287542845312359,0.965091053990416,0.5948115004995457,0.9364308539422381,0.6277958289103801,0.38222359353144647,0.5349314129324689,0.7481824133878497,0.6952961729522562,0.15869478209641932,0.9760267433623462,0.16108307237963057,0.775902525153627,0.7621705036166735,0.17193690540706505,0.9689338358992767,0.42988875014571193,0.1525792163925712,0.6996404287249556,0.6258679190327963,0.09864190181807658,0.038219926142466616,0.2479219214434031,0.9755081726896284,0.5427569571389497
Kcnu1_8_26401987_+,0.3412478674725651,0.48960621267046084,1.0,0.9878188294509591,0.9472633586119511,0.965824918302004,0.8509029512579133,0.4307047941266364,0.9098088456068427,0.5318335927363546,0.1780140372465931,0.8479185965324947,0.3374535271326756,0.7045579464797344,0.3445847437215394,0.7833416232993398,0.9852791216611387,0.31556395609123533,0.6993958327996875,0.32366484107122767,0.8908502505252808,0.8107521487989979,0.0940362797164515,0.6691097364724046,0.16886468731166462,0.03029834660409168,0.7792249853027173,0.8952753155789771,0.7357712926293803,0.19930618380654683,0.8968072123307677,0.8382914058419048,0.8643232311742908
